OBJECTID,FID_gen_lo,LSOA21CD,gen,FID_gwr_ov,Observed,Cond,LocalR2,Predicted,Intercept,park_density,density_airbnb,NSSES_1_and_2_change_pct,NSSES_3_change_pct,NSSES_4_change_pct,NSSES_5_change_pct,NSSES_6_change_pct,NSSES_7_change_pct,converted_or_share_house_change_pct,average_chn_11_19,Resident_in_UK_4_and_Less_change_pct,1_car_or_van_in_household_change_pct,2_cars_or_vans_in_household_change_pct,income_score_change,compared_mean_price_2011,Residual,StdError,StdErr_Int,StdErrC1_p,StdErrC2_d,StdErrC3_N,StdErrC4_N,StdErrC5_N,StdErrC6_N,StdErrC7_N,StdErrC8_N,StdErrC9_c,StdErrC10_,StdErrC11_,StdErrC12_,StdErrC13_,StdErrC14_,StdErrC15_,StdResid,Source_ID,Shape_Leng,Shape_Area
38.00 ,814.00 ,E01000848,1.00 ,814.00 ,0.07 ,9.02 ,0.45 ,0.03 ,-0.18 ,0.04 ,0.13 ,0.35 ,0.02 ,0.04 ,0.00 ,0.01 ,-0.02 ,0.03 ,0.00 ,0.01 ,-0.03 ,-0.01 ,0.07 ,0.01 ,0.04 ,0.32 ,0.06 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.01 ,0.11 ,814.00 ,1985.50 ,100241.90 
39.00 ,820.00 ,E01000856,1.00 ,820.00 ,0.08 ,11.10 ,0.52 ,0.20 ,-0.10 ,0.02 ,0.00 ,0.34 ,0.02 ,0.03 ,0.02 ,0.02 ,0.02 ,0.03 ,0.03 ,0.02 ,-0.03 ,-0.03 ,0.03 ,0.02 ,-0.12 ,0.32 ,0.08 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-0.38 ,820.00 ,2812.96 ,119916.90 
40.00 ,833.00 ,E01000871,1.00 ,833.00 ,0.06 ,6.15 ,0.45 ,0.19 ,-0.25 ,0.06 ,0.25 ,0.40 ,0.01 ,0.05 ,-0.01 ,0.02 ,-0.03 ,0.02 ,-0.02 ,0.02 ,-0.04 ,0.03 ,0.13 ,0.00 ,-0.13 ,0.32 ,0.04 ,0.02 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,-0.40 ,833.00 ,4296.19 ,301137.12 
41.00 ,840.00 ,E01000878,1.00 ,840.00 ,0.11 ,6.72 ,0.45 ,0.49 ,-0.25 ,0.06 ,0.24 ,0.38 ,0.01 ,0.05 ,-0.01 ,0.01 ,-0.03 ,0.02 ,-0.05 ,0.02 ,-0.04 ,0.01 ,0.13 ,0.00 ,-0.39 ,0.31 ,0.05 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.02 ,0.03 ,0.04 ,0.03 ,0.01 ,-1.24 ,840.00 ,2587.06 ,187421.38 
42.00 ,841.00 ,E01000879,1.00 ,841.00 ,0.12 ,7.64 ,0.44 ,0.52 ,-0.21 ,0.05 ,0.18 ,0.35 ,0.02 ,0.05 ,-0.01 ,0.01 ,-0.02 ,0.03 ,-0.04 ,0.02 ,-0.03 ,-0.01 ,0.10 ,0.00 ,-0.39 ,0.32 ,0.05 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.02 ,0.03 ,0.04 ,0.03 ,0.01 ,-1.23 ,841.00 ,2589.80 ,179718.04 
43.00 ,843.00 ,E01000881,1.00 ,843.00 ,0.02 ,8.11 ,0.43 ,0.16 ,-0.21 ,0.05 ,0.18 ,0.35 ,0.02 ,0.05 ,0.00 ,0.01 ,-0.02 ,0.02 ,-0.02 ,0.01 ,-0.03 ,-0.01 ,0.09 ,0.00 ,-0.14 ,0.32 ,0.05 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.02 ,0.03 ,0.04 ,0.03 ,0.01 ,-0.42 ,843.00 ,2788.64 ,146603.20 
44.00 ,845.00 ,E01000883,1.00 ,845.00 ,0.08 ,8.74 ,0.43 ,0.32 ,-0.20 ,0.04 ,0.16 ,0.34 ,0.02 ,0.05 ,0.00 ,0.00 ,-0.02 ,0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.08 ,0.01 ,-0.24 ,0.33 ,0.06 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.01 ,-0.74 ,845.00 ,2731.62 ,139786.16 
45.00 ,881.00 ,E01000919,1.00 ,881.00 ,0.08 ,14.56 ,0.51 ,-0.18 ,-0.22 ,0.00 ,0.05 ,0.32 ,-0.01 ,0.07 ,0.00 ,0.02 ,0.00 ,-0.01 ,0.11 ,-0.02 ,-0.07 ,0.02 ,0.03 ,0.06 ,0.26 ,0.33 ,0.10 ,0.02 ,0.08 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.01 ,0.81 ,881.00 ,1796.05 ,149922.53 
46.00 ,890.00 ,E01000928,1.00 ,890.00 ,0.08 ,9.07 ,0.52 ,0.14 ,-0.06 ,0.02 ,-0.02 ,0.34 ,0.02 ,0.01 ,0.03 ,0.04 ,0.03 ,0.05 ,-0.01 ,0.04 ,-0.03 ,-0.03 ,0.04 ,-0.01 ,-0.06 ,0.33 ,0.07 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.02 ,-0.18 ,890.00 ,3651.15 ,254328.05 
47.00 ,899.00 ,E01000938,1.00 ,899.00 ,0.09 ,15.49 ,0.53 ,-0.01 ,-0.10 ,0.01 ,-0.04 ,0.33 ,0.03 ,0.02 ,0.02 ,0.05 ,0.02 ,0.01 ,0.07 ,0.03 ,-0.02 ,-0.03 ,0.03 ,0.04 ,0.10 ,0.31 ,0.10 ,0.02 ,0.08 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,0.32 ,899.00 ,1775.74 ,81454.86 
48.00 ,900.00 ,E01000939,1.00 ,900.00 ,0.06 ,15.12 ,0.53 ,-0.27 ,-0.11 ,0.01 ,-0.03 ,0.33 ,0.03 ,0.03 ,0.02 ,0.05 ,0.02 ,0.01 ,0.07 ,0.02 ,-0.03 ,-0.03 ,0.02 ,0.04 ,0.33 ,0.32 ,0.10 ,0.02 ,0.08 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,1.03 ,900.00 ,1580.20 ,77047.27 
49.00 ,902.00 ,E01000942,1.00 ,902.00 ,0.09 ,14.51 ,0.52 ,0.65 ,-0.12 ,0.01 ,-0.01 ,0.34 ,0.03 ,0.04 ,0.01 ,0.04 ,0.01 ,0.00 ,0.06 ,0.01 ,-0.03 ,-0.03 ,0.02 ,0.05 ,-0.56 ,0.30 ,0.10 ,0.02 ,0.07 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-1.86 ,902.00 ,1500.07 ,73111.07 
50.00 ,914.00 ,E01000957,1.00 ,914.00 ,0.17 ,11.63 ,0.53 ,0.32 ,-0.09 ,0.02 ,-0.03 ,0.34 ,0.03 ,0.02 ,0.02 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.02 ,-0.03 ,0.02 ,0.03 ,-0.15 ,0.33 ,0.08 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.05 ,0.03 ,0.02 ,-0.46 ,914.00 ,1690.72 ,116132.92 
51.00 ,919.00 ,E01000962,1.00 ,919.00 ,0.08 ,8.83 ,0.41 ,0.10 ,-0.20 ,0.04 ,0.17 ,0.34 ,0.02 ,0.05 ,0.00 ,0.00 ,-0.03 ,0.01 ,0.02 ,0.00 ,-0.03 ,0.01 ,0.08 ,0.01 ,-0.02 ,0.33 ,0.06 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.01 ,-0.05 ,919.00 ,2203.20 ,95255.33 
52.00 ,1064.00 ,E01001112,1.00 ,1064.00 ,0.09 ,3.91 ,0.47 ,-0.23 ,-0.18 ,-0.01 ,0.09 ,0.42 ,0.05 ,-0.06 ,-0.03 ,-0.01 ,0.08 ,0.07 ,0.05 ,0.08 ,0.03 ,0.05 ,0.11 ,0.05 ,0.32 ,0.33 ,0.03 ,0.02 ,0.08 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.98 ,1064.00 ,3451.98 ,357828.97 
53.00 ,1087.00 ,E01001136,1.00 ,1087.00 ,0.14 ,3.85 ,0.46 ,0.16 ,-0.18 ,-0.01 ,0.09 ,0.39 ,0.04 ,-0.06 ,-0.03 ,-0.01 ,0.07 ,0.07 ,0.04 ,0.09 ,0.02 ,0.05 ,0.10 ,0.05 ,-0.02 ,0.32 ,0.03 ,0.02 ,0.08 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.07 ,1087.00 ,2352.71 ,278760.81 
54.00 ,1088.00 ,E01001137,1.00 ,1088.00 ,0.11 ,3.93 ,0.39 ,0.10 ,-0.15 ,0.00 ,0.06 ,0.31 ,0.03 ,-0.06 ,-0.02 ,-0.01 ,0.04 ,0.07 ,0.00 ,0.05 ,-0.01 ,0.02 ,0.05 ,0.03 ,0.00 ,0.33 ,0.03 ,0.02 ,0.07 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.01 ,1088.00 ,4272.37 ,357970.36 
55.00 ,1091.00 ,E01001140,1.00 ,1091.00 ,0.14 ,3.83 ,0.42 ,0.02 ,-0.16 ,0.00 ,0.07 ,0.34 ,0.03 ,-0.06 ,-0.02 ,-0.01 ,0.05 ,0.07 ,0.02 ,0.07 ,0.00 ,0.03 ,0.06 ,0.04 ,0.13 ,0.33 ,0.03 ,0.02 ,0.07 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.38 ,1091.00 ,3032.39 ,353658.24 
56.00 ,1092.00 ,E01001141,1.00 ,1092.00 ,0.06 ,3.79 ,0.43 ,0.19 ,-0.17 ,0.00 ,0.09 ,0.35 ,0.04 ,-0.06 ,-0.02 ,-0.01 ,0.05 ,0.07 ,0.02 ,0.08 ,0.01 ,0.04 ,0.06 ,0.04 ,-0.13 ,0.32 ,0.03 ,0.02 ,0.07 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.39 ,1092.00 ,1905.03 ,152478.31 
57.00 ,1094.00 ,E01001143,1.00 ,1094.00 ,0.12 ,3.77 ,0.44 ,-0.13 ,-0.17 ,0.00 ,0.09 ,0.35 ,0.04 ,-0.07 ,-0.02 ,-0.01 ,0.05 ,0.07 ,0.02 ,0.09 ,0.02 ,0.04 ,0.07 ,0.04 ,0.25 ,0.32 ,0.03 ,0.02 ,0.08 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.78 ,1094.00 ,3178.02 ,220523.74 
58.00 ,1095.00 ,E01001144,1.00 ,1095.00 ,0.14 ,3.84 ,0.45 ,0.33 ,-0.17 ,-0.01 ,0.09 ,0.39 ,0.04 ,-0.06 ,-0.03 ,-0.01 ,0.07 ,0.07 ,0.04 ,0.08 ,0.02 ,0.04 ,0.09 ,0.05 ,-0.20 ,0.32 ,0.03 ,0.02 ,0.08 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.60 ,1095.00 ,1722.18 ,120207.84 
59.00 ,1104.00 ,E01001153,1.00 ,1104.00 ,0.13 ,3.85 ,0.44 ,0.08 ,-0.17 ,0.00 ,0.06 ,0.40 ,0.05 ,-0.05 ,-0.02 ,-0.01 ,0.07 ,0.06 ,0.04 ,0.06 ,0.01 ,0.04 ,0.10 ,0.04 ,0.05 ,0.33 ,0.03 ,0.02 ,0.07 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.15 ,1104.00 ,2257.99 ,140266.50 
60.00 ,1105.00 ,E01001154,1.00 ,1105.00 ,0.07 ,3.86 ,0.45 ,0.04 ,-0.17 ,0.00 ,0.07 ,0.41 ,0.05 ,-0.05 ,-0.03 ,-0.01 ,0.07 ,0.07 ,0.04 ,0.07 ,0.02 ,0.05 ,0.11 ,0.04 ,0.03 ,0.33 ,0.03 ,0.02 ,0.07 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.09 ,1105.00 ,2640.86 ,178101.68 
61.00 ,1109.00 ,E01001158,1.00 ,1109.00 ,0.12 ,3.89 ,0.40 ,0.16 ,-0.16 ,0.00 ,0.06 ,0.34 ,0.03 ,-0.05 ,-0.02 ,-0.01 ,0.05 ,0.07 ,0.02 ,0.05 ,0.00 ,0.03 ,0.06 ,0.04 ,-0.04 ,0.33 ,0.03 ,0.02 ,0.07 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.13 ,1109.00 ,2351.03 ,207202.04 
62.00 ,1139.00 ,E01001188,1.00 ,1139.00 ,0.09 ,3.87 ,0.47 ,-0.13 ,-0.18 ,-0.01 ,0.10 ,0.39 ,0.04 ,-0.06 ,-0.03 ,-0.01 ,0.07 ,0.07 ,0.04 ,0.09 ,0.03 ,0.05 ,0.10 ,0.05 ,0.21 ,0.33 ,0.03 ,0.02 ,0.08 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.65 ,1139.00 ,3157.11 ,188529.03 
63.00 ,1141.00 ,E01001190,1.00 ,1141.00 ,0.12 ,3.79 ,0.45 ,0.19 ,-0.18 ,0.00 ,0.10 ,0.35 ,0.03 ,-0.07 ,-0.02 ,-0.01 ,0.05 ,0.07 ,0.02 ,0.09 ,0.02 ,0.05 ,0.07 ,0.04 ,-0.07 ,0.32 ,0.03 ,0.02 ,0.08 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.22 ,1141.00 ,3094.88 ,250954.11 
64.00 ,1143.00 ,E01001192,1.00 ,1143.00 ,0.06 ,3.82 ,0.46 ,0.15 ,-0.18 ,-0.01 ,0.10 ,0.37 ,0.04 ,-0.07 ,-0.03 ,-0.01 ,0.06 ,0.07 ,0.03 ,0.09 ,0.03 ,0.05 ,0.08 ,0.04 ,-0.10 ,0.33 ,0.03 ,0.02 ,0.08 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.29 ,1143.00 ,2758.78 ,186734.40 
65.00 ,1149.00 ,E01001198,1.00 ,1149.00 ,0.10 ,4.30 ,0.50 ,-0.15 ,-0.14 ,0.01 ,0.11 ,0.36 ,0.02 ,0.05 ,-0.03 ,0.07 ,-0.05 ,0.03 ,0.04 ,0.06 ,-0.02 ,0.02 ,0.11 ,0.03 ,0.25 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,0.76 ,1149.00 ,2024.97 ,108400.11 
66.00 ,1151.00 ,E01001200,1.00 ,1151.00 ,0.06 ,4.48 ,0.49 ,-0.03 ,-0.14 ,0.01 ,0.11 ,0.34 ,0.01 ,0.06 ,-0.03 ,0.06 ,-0.04 ,0.03 ,0.05 ,0.06 ,-0.01 ,0.01 ,0.10 ,0.03 ,0.09 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,0.28 ,1151.00 ,2042.03 ,135277.64 
67.00 ,1152.00 ,E01001201,1.00 ,1152.00 ,0.06 ,4.32 ,0.49 ,0.35 ,-0.14 ,0.01 ,0.11 ,0.35 ,0.01 ,0.05 ,-0.03 ,0.07 ,-0.04 ,0.03 ,0.05 ,0.06 ,-0.01 ,0.02 ,0.11 ,0.03 ,-0.29 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,-0.88 ,1152.00 ,2307.41 ,123949.50 
68.00 ,1188.00 ,E01001240,1.00 ,1188.00 ,0.12 ,4.93 ,0.48 ,-0.11 ,-0.13 ,0.02 ,0.13 ,0.35 ,0.02 ,0.07 ,-0.03 ,0.05 ,-0.04 ,0.04 ,0.02 ,0.07 ,-0.03 ,0.02 ,0.10 ,0.02 ,0.23 ,0.31 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,0.74 ,1188.00 ,2796.03 ,195123.58 
69.00 ,1189.00 ,E01001241,1.00 ,1189.00 ,0.07 ,4.85 ,0.48 ,0.02 ,-0.14 ,0.02 ,0.12 ,0.34 ,0.02 ,0.07 ,-0.02 ,0.04 ,-0.02 ,0.04 ,0.03 ,0.07 ,-0.02 ,0.01 ,0.09 ,0.02 ,0.06 ,0.31 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,0.19 ,1189.00 ,4679.50 ,352566.02 
70.00 ,1191.00 ,E01001243,1.00 ,1191.00 ,0.08 ,5.34 ,0.46 ,0.07 ,-0.13 ,0.02 ,0.12 ,0.33 ,0.01 ,0.07 ,-0.02 ,0.02 ,0.00 ,0.05 ,0.01 ,0.06 ,-0.02 ,0.00 ,0.09 ,0.02 ,0.01 ,0.32 ,0.04 ,0.02 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.01 ,0.02 ,1191.00 ,2406.92 ,219514.95 
71.00 ,1194.00 ,E01001246,1.00 ,1194.00 ,0.06 ,4.37 ,0.52 ,0.01 ,-0.12 ,0.02 ,0.14 ,0.43 ,0.02 ,0.03 ,-0.04 ,0.08 ,-0.09 ,0.04 ,0.02 ,0.07 ,-0.05 ,0.06 ,0.14 ,0.01 ,0.05 ,0.30 ,0.03 ,0.02 ,0.04 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,0.16 ,1194.00 ,4810.56 ,1012828.35 
72.00 ,1286.00 ,E01001339,1.00 ,1286.00 ,0.07 ,3.27 ,0.67 ,0.22 ,-0.25 ,0.01 ,-0.08 ,0.54 ,0.03 ,0.04 ,0.03 ,0.10 ,-0.11 ,0.02 ,0.00 ,0.01 ,0.01 ,0.04 ,0.43 ,0.00 ,-0.14 ,0.30 ,0.03 ,0.02 ,0.08 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.02 ,0.04 ,0.03 ,-0.47 ,1286.00 ,5320.84 ,726250.35 
73.00 ,1298.00 ,E01001351,1.00 ,1298.00 ,0.06 ,4.17 ,0.50 ,-0.11 ,-0.14 ,0.00 ,0.09 ,0.35 ,0.00 ,0.04 ,-0.02 ,0.08 ,-0.04 ,0.02 ,0.07 ,0.06 ,0.00 ,0.02 ,0.12 ,0.04 ,0.17 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,0.53 ,1298.00 ,3854.60 ,200478.55 
74.00 ,1299.00 ,E01001352,1.00 ,1299.00 ,0.07 ,3.85 ,0.52 ,0.02 ,-0.14 ,-0.01 ,0.07 ,0.37 ,-0.01 ,0.03 ,-0.03 ,0.09 ,-0.06 ,0.01 ,0.08 ,0.05 ,-0.02 ,0.04 ,0.14 ,0.05 ,0.05 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,0.15 ,1299.00 ,2005.24 ,159131.87 
75.00 ,1300.00 ,E01001353,1.00 ,1300.00 ,0.10 ,4.16 ,0.51 ,0.03 ,-0.14 ,0.00 ,0.08 ,0.35 ,-0.01 ,0.03 ,-0.02 ,0.07 ,-0.03 ,0.02 ,0.09 ,0.06 ,0.01 ,0.02 ,0.13 ,0.04 ,0.07 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,0.21 ,1300.00 ,2905.31 ,191975.34 
76.00 ,1302.00 ,E01001355,1.00 ,1302.00 ,0.07 ,4.52 ,0.49 ,0.26 ,-0.14 ,0.01 ,0.10 ,0.34 ,0.00 ,0.05 ,-0.02 ,0.05 ,-0.01 ,0.02 ,0.07 ,0.06 ,0.01 ,0.01 ,0.11 ,0.04 ,-0.19 ,0.33 ,0.03 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,-0.58 ,1302.00 ,2005.70 ,144614.54 
77.00 ,1326.00 ,E01001380,1.00 ,1326.00 ,0.07 ,4.64 ,0.49 ,0.25 ,-0.14 ,0.00 ,0.08 ,0.33 ,-0.02 ,0.04 ,-0.01 ,0.04 ,0.02 ,0.02 ,0.09 ,0.06 ,0.02 ,0.00 ,0.12 ,0.04 ,-0.18 ,0.33 ,0.04 ,0.02 ,0.05 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.04 ,0.02 ,0.03 ,0.03 ,0.03 ,0.02 ,-0.56 ,1326.00 ,2055.59 ,176290.76 
78.00 ,1556.00 ,E01001618,1.00 ,1556.00 ,0.05 ,4.81 ,0.30 ,0.01 ,-0.14 ,0.00 ,0.01 ,0.17 ,0.02 ,0.02 ,0.02 ,-0.01 ,0.00 ,0.06 ,-0.03 ,0.02 ,0.06 ,0.04 ,0.05 ,-0.01 ,0.04 ,0.33 ,0.03 ,0.02 ,0.08 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.12 ,1556.00 ,4053.01 ,347108.26 
79.00 ,1568.00 ,E01001635,1.00 ,1568.00 ,0.07 ,3.60 ,0.45 ,-0.02 ,-0.20 ,0.01 ,0.03 ,0.30 ,0.02 ,0.01 ,0.05 ,-0.03 ,0.00 ,0.09 ,0.00 ,0.04 ,0.09 ,0.09 ,0.15 ,-0.01 ,0.09 ,0.32 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.30 ,1568.00 ,2798.36 ,210435.00 
80.00 ,1572.00 ,E01001641,1.00 ,1572.00 ,0.05 ,4.94 ,0.62 ,0.18 ,-0.14 ,0.01 ,-0.10 ,0.35 ,-0.03 ,0.01 ,0.02 ,0.06 ,0.02 ,0.06 ,0.08 ,0.05 ,0.03 ,0.13 ,0.11 ,0.07 ,-0.13 ,0.31 ,0.04 ,0.03 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.02 ,0.02 ,0.03 ,0.03 ,0.03 ,-0.41 ,1572.00 ,4143.79 ,365975.04 
81.00 ,1622.00 ,E01001699,1.00 ,1622.00 ,0.12 ,3.92 ,0.54 ,0.19 ,-0.19 ,0.03 ,0.02 ,0.33 ,0.01 ,0.04 ,0.07 ,-0.01 ,0.02 ,0.03 ,0.02 ,0.04 ,0.10 ,0.11 ,0.17 ,0.00 ,-0.07 ,0.26 ,0.03 ,0.03 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.02 ,0.02 ,0.03 ,0.03 ,0.03 ,-0.28 ,1622.00 ,4093.20 ,685613.50 
82.00 ,1624.00 ,E01001701,1.00 ,1624.00 ,0.11 ,3.82 ,0.55 ,0.40 ,-0.16 ,0.02 ,-0.02 ,0.31 ,0.02 ,0.04 ,0.05 ,-0.01 ,0.02 ,0.05 ,0.03 ,0.04 ,0.09 ,0.10 ,0.15 ,0.01 ,-0.28 ,0.33 ,0.03 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.02 ,0.02 ,0.03 ,0.03 ,0.03 ,-0.87 ,1624.00 ,5276.84 ,951988.54 
83.00 ,1632.00 ,E01001714,1.00 ,1632.00 ,0.19 ,6.97 ,0.49 ,0.38 ,-0.20 ,-0.02 ,0.07 ,0.28 ,0.03 ,0.07 ,0.04 ,0.05 ,0.02 ,0.03 ,0.07 ,0.06 ,0.00 ,-0.06 ,0.02 ,-0.01 ,-0.19 ,0.32 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,-0.61 ,1632.00 ,2445.63 ,152036.47 
